family,pi_conj,backbone_rig,dop_affinity,chain_len,mol_wt,homo_lumo_gap,ioniz_pot,electron_aff,sidechain_pol,crystallinity,charge_mob,disorder,dopant_conc,log_sigma,fp000,fp001,fp002,fp003,fp004,fp005,fp006,fp007,fp008,fp009,fp010,fp011,fp012,fp013,fp014,fp015,fp016,fp017,fp018,fp019,fp020,fp021,fp022,fp023,fp024,fp025,fp026,fp027,fp028,fp029,fp030,fp031,fp032,fp033,fp034,fp035,fp036,fp037,fp038,fp039,fp040,fp041,fp042,fp043,fp044,fp045,fp046,fp047,fp048,fp049,fp050,fp051,fp052,fp053,fp054,fp055,fp056,fp057,fp058,fp059,fp060,fp061,fp062,fp063
Polythiophene,0.9851,0.7852,0.6094,51,5672.1,0.5929,4.8787,4.0,0.6719,0.5439,0.6628,0.4704,0.2406,8.4202,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Polyaniline,0.796,0.5847,0.8474,78,11401.6,1.4351,4.3176,2.724,0.222,0.4902,0.5141,0.5172,0.1071,6.5847,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PEDOT,0.981,0.8773,0.687,19,3453.5,0.6989,4.8406,3.9408,0.6622,0.6699,0.7286,0.3595,0.2169,9.5732,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Polycarbazole,0.7186,0.8943,0.3316,12,1995.2,1.3822,5.0791,3.5018,0.7628,0.4537,0.3959,0.6621,0.1388,3.245,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0
Polypyrrole,1.0,0.6729,0.8847,69,11963.7,0.7242,4.3193,3.4237,0.4963,0.4686,0.845,0.536,0.356,8.7559,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Polyfluorene,0.8131,0.9815,0.4362,60,5550.7,1.4305,5.1007,3.2813,0.8352,0.8994,0.5673,0.2078,0.3625,5.9481,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PEDOT,0.9628,1.0,0.6642,58,5071.1,0.7668,4.6068,3.4318,0.1273,0.7464,0.7185,0.2074,0.1258,9.5127,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Polypyrrole,0.8604,0.6548,0.8073,26,5079.0,1.1991,4.4947,3.076,0.7619,0.4232,0.5919,0.5351,0.101,7.497,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
Polypyrrole,0.8905,0.6068,0.9195,33,4213.0,1.1212,4.3601,2.9457,0.4319,0.5282,0.6406,0.5124,0.058,7.9243,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Polycarbazole,0.6422,0.8359,0.378,31,6169.4,1.6781,5.2018,3.2763,0.8706,0.4297,0.3328,0.5488,0.3165,2.8584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0
Polyaniline,0.8485,0.5626,0.87,37,3255.1,1.1367,4.4029,3.1319,0.465,0.3174,0.6903,0.6738,0.0896,7.3001,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Polypyrrole,0.8524,0.6399,0.8101,14,1787.2,0.793,4.4584,3.4631,0.7322,0.6106,0.5905,0.3166,0.1701,7.66,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
Polythiophene,0.9074,0.8929,0.7494,20,1921.9,1.0594,4.5346,3.2031,0.3948,0.7422,0.6583,0.254,0.1203,8.1462,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Polythiophene,0.961,0.9777,0.8322,39,4727.0,0.38,4.5799,3.937,0.4383,0.5412,0.6811,0.4943,0.054,7.935,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
Polypyrrole,0.8897,0.7322,0.7779,31,3653.8,1.0233,4.6993,3.6502,0.2753,0.66,0.6788,0.3832,0.1714,7.9763,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Polypyrrole,1.0,0.6676,0.9308,29,4388.1,0.6718,4.2381,3.3202,0.1084,0.3651,0.8736,0.7221,0.1326,8.0381,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
PEDOT,1.0,0.8901,0.7237,22,2882.7,0.7431,4.6068,3.6349,0.3214,0.5639,0.7879,0.399,0.1636,9.6671,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
Polyfluorene,0.7972,0.8684,0.5299,51,7040.4,1.1992,5.1366,3.6843,0.6573,0.5037,0.4739,0.4418,0.1533,5.4891,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Polyfluorene,0.7343,0.8854,0.4794,65,11722.0,1.317,4.9171,3.3829,0.1452,0.596,0.4303,0.322,0.087,5.5192,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PEDOT,1.0,0.7569,0.5462,10,1751.1,0.6886,4.9651,4.0,0.7339,0.4756,0.79,0.5919,0.3698,9.593,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1
Polyaniline,0.8857,0.6748,0.6589,67,7116.5,0.9749,4.8303,3.6051,0.4566,0.5995,0.5642,0.3959,0.0534,6.1872,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
PEDOT,0.9195,0.9922,0.7258,21,3417.7,0.6324,4.6451,3.7105,0.6087,0.5173,0.6557,0.585,0.1182,9.2751,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Polyaniline,0.8229,0.6532,0.9907,11,881.7,1.3743,4.251,2.7062,0.5795,0.2302,0.6456,0.7945,0.123,7.0309,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
Polythiophene,0.8414,0.6018,0.6817,11,1016.1,1.0175,4.4467,3.2486,0.5971,0.3996,0.561,0.6676,0.2697,7.4432,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
Polyaniline,0.8522,0.5872,0.877,30,4023.2,1.04,4.5687,3.3451,0.8324,0.3935,0.6038,0.5238,0.1469,7.0808,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0
Polyaniline,0.8691,0.711,0.8501,41,3907.9,1.0491,4.5921,3.2868,0.4152,0.5583,0.502,0.3925,0.318,7.9868,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Polyfluorene,0.7879,0.8496,0.5289,58,9571.3,1.2575,4.7907,3.2486,0.1686,0.6129,0.4945,0.3327,0.2678,6.0679,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
PEDOT,0.9246,0.7915,0.7188,52,8453.6,1.0604,4.6776,3.4481,0.2018,0.5098,0.6808,0.4292,0.1544,9.0988,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
Polycarbazole,0.8277,1.0,0.4386,21,3457.9,1.2155,4.9474,3.4014,0.3951,0.7384,0.5043,0.2608,0.1492,4.4456,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
Polythiophene,0.8493,0.8269,0.7599,73,9410.7,0.9624,4.6906,3.5083,0.566,0.6033,0.5934,0.3592,0.2808,7.7774,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
PEDOT,0.954,0.9298,0.724,66,8612.7,0.749,4.5207,3.5327,0.5006,0.5985,0.7003,0.3159,0.1374,9.2214,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Polyaniline,0.804,0.6249,0.8998,53,5412.4,1.2829,4.4348,2.9527,0.5336,0.4133,0.5673,0.6125,0.32,7.0249,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Polypyrrole,0.8703,0.6675,0.8363,15,2276.3,0.93,4.1315,3.1298,0.4327,0.4017,0.6152,0.5119,0.0833,7.1035,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0
Polyfluorene,0.7737,0.9561,0.4349,50,6315.8,1.2444,4.9174,3.5043,0.8156,0.4733,0.4398,0.3669,0.1011,4.7796,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Polyfluorene,0.8221,1.0,0.2724,33,6189.6,0.9666,5.3782,4.0,0.4311,0.7999,0.5622,0.0823,0.1561,5.165,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
Polythiophene,0.9544,0.828,0.7939,23,3446.5,1.0332,4.3123,2.948,0.6554,0.5211,0.7773,0.4789,0.0853,8.1586,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Polycarbazole,0.6993,0.9634,0.295,29,3479.3,1.5131,5.2109,3.5068,0.5284,0.6219,0.4165,0.3011,0.0554,3.692,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
Polythiophene,0.9949,0.7884,0.717,44,7256.1,0.6557,4.5462,3.6085,0.4087,0.5355,0.7976,0.4915,0.052,8.268,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
Polypyrrole,0.9659,0.8111,0.8806,9,1738.0,0.6936,4.3585,3.5649,0.4381,0.7445,0.7664,0.273,0.0815,8.495,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0
Polythiophene,0.9202,0.845,0.8262,27,3470.9,0.9642,4.4618,3.4011,0.2869,0.4564,0.67,0.5622,0.1364,7.7691,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Polycarbazole,0.6923,1.0,0.3812,12,2281.4,1.4588,4.9695,3.2407,0.3085,0.91,0.4148,0.1564,0.2316,4.2946,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Polythiophene,0.8949,0.777,0.7134,10,1996.1,0.9307,4.5982,3.4591,0.8617,0.5627,0.6278,0.3641,0.3276,8.5621,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
PEDOT,1.0,0.7798,0.6661,46,5459.7,0.7143,4.7011,3.9319,0.502,0.4253,0.8006,0.6762,0.2819,9.2544,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1
Polypyrrole,0.9186,0.7122,0.8153,25,3218.3,1.0917,4.6243,3.2295,0.4309,0.4985,0.6719,0.482,0.214,8.3972,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0
Polycarbazole,0.6707,0.9631,0.2258,16,2221.4,1.7289,5.3208,3.5473,0.8854,0.8131,0.3425,0.1812,0.2411,2.8414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0
Polyfluorene,0.6993,0.9082,0.4424,35,4811.0,1.439,5.1346,3.5338,0.7591,0.7164,0.4533,0.2442,0.3814,5.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Polyaniline,0.8166,0.5715,0.9359,78,15386.7,1.2997,4.245,2.7271,0.8214,0.4892,0.5445,0.4401,0.2964,8.2383,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Polyfluorene,0.746,0.9443,0.4654,28,3889.0,1.6394,4.9732,3.0915,0.2665,0.659,0.3904,0.2771,0.3943,4.9058,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Polyfluorene,0.8731,0.8294,0.3973,62,9766.8,1.0388,5.2328,4.0,0.5661,0.4417,0.6389,0.579,0.2445,5.2302,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
Polypyrrole,0.8971,0.7075,0.7921,39,6344.3,0.9952,4.6437,3.5487,0.4884,0.488,0.6644,0.4518,0.3555,8.2779,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Polythiophene,0.9618,0.8014,0.6688,16,2604.7,0.6589,4.8488,3.8163,0.8955,0.626,0.7268,0.3684,0.1037,7.9723,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Polyfluorene,0.7674,0.8781,0.4009,70,13773.5,1.5172,5.2098,3.4657,0.7124,0.3789,0.4895,0.4388,0.2673,5.319,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Polyaniline,0.9154,0.6652,0.8011,50,5686.5,1.017,4.3444,2.9493,0.1566,0.4725,0.5642,0.5242,0.203,7.3769,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Polypyrrole,0.9394,0.7447,0.9427,29,4562.0,0.8269,4.3174,3.1547,0.2256,0.5861,0.662,0.2485,0.1877,8.343,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PEDOT,1.0,0.7384,0.7311,19,3644.0,0.8461,4.6002,3.5978,0.2392,0.4083,0.8435,0.4331,0.2351,9.5022,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
Polyaniline,0.8037,0.7579,0.9327,76,10609.4,1.1159,4.3901,3.03,0.7351,0.7159,0.4753,0.333,0.2202,6.982,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
Polythiophene,0.9382,0.6645,0.7708,34,6621.4,0.7332,4.5442,3.6545,0.2145,0.6609,0.7127,0.3818,0.387,8.7598,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Polycarbazole,0.7348,0.8691,0.3834,72,9217.7,1.5332,5.2112,3.483,0.8101,0.6104,0.4421,0.3426,0.3335,4.3896,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
Polythiophene,0.9307,0.871,0.7743,26,4849.8,0.8642,4.6167,3.5414,0.366,0.532,0.7082,0.5023,0.3023,9.2855,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
PEDOT,1.0,0.8617,0.6329,10,995.3,0.7901,4.4473,3.2046,0.4728,0.5834,0.7641,0.4956,0.1083,9.8383,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Polyfluorene,0.7688,0.993,0.3912,35,3776.6,1.2049,5.1124,3.7366,0.6476,0.6451,0.4893,0.348,0.2702,5.1594,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Polythiophene,0.9482,0.9221,0.7531,12,1634.5,0.9037,4.5742,3.4913,0.5749,0.4508,0.8017,0.5024,0.3747,8.8695,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
Polythiophene,0.8889,0.9366,0.8794,63,10804.8,1.1169,4.4339,2.9957,0.1947,0.6822,0.746,0.3928,0.0708,8.4176,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Polyaniline,0.8166,0.5783,0.8845,16,1522.6,1.0016,4.3405,3.1763,0.4352,0.4134,0.5129,0.5506,0.1833,6.9102,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Polyfluorene,0.7534,0.9438,0.4447,8,1251.0,1.3471,5.2164,3.6126,0.5306,0.7299,0.4188,0.444,0.1285,4.25,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Polythiophene,0.9831,0.7693,0.6914,27,2625.7,0.7781,4.8449,3.89,0.358,0.6825,0.8225,0.3291,0.0854,7.8685,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
Polythiophene,0.8599,0.9222,0.6696,66,9984.0,1.0562,4.6902,3.3025,0.5176,0.684,0.6564,0.2653,0.1286,8.3354,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Polyfluorene,0.819,0.8374,0.4441,45,7028.4,0.9501,5.0495,3.8485,0.6985,0.5193,0.5094,0.464,0.1451,5.0296,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
